PPO_25000_bzip2__instcount_512,1000,1.0048,1.0048,0.72
PPO_25000_bzip2__instcount_512,2000,0.8179,0.8179,0.93
PPO_25000_bzip2__instcount_512,3000,0.9564,0.9564,0.96
PPO_25000_bzip2__instcount_512,4000,1.0214,1.0214,1.03
PPO_25000_bzip2__instcount_512,5000,1.0781,1.0781,1.07
PPO_25000_bzip2__instcount_512,6000,1.1092,1.1092,1.09
PPO_25000_bzip2__instcount_512,7000,1.1131,1.1131,1.10
PPO_25000_bzip2__instcount_512,8000,1.0910,1.0910,1.12
PPO_25000_bzip2__instcount_512,9000,1.1606,1.1606,1.13
PPO_25000_bzip2__instcount_512,10000,1.1386,1.1386,1.13
PPO_25000_bzip2__instcount_512,11000,1.1434,1.1434,1.14
PPO_25000_bzip2__instcount_512,12000,1.2004,1.2004,1.16
PPO_25000_bzip2__instcount_512,13000,1.1795,1.1795,1.17
PPO_25000_bzip2__instcount_512,14000,1.1598,1.1598,1.17
PPO_25000_bzip2__instcount_512,15000,1.1778,1.1778,1.18
PPO_25000_bzip2__instcount_512,16000,1.1976,1.1976,1.18
PPO_25000_bzip2__instcount_512,17000,1.1920,1.1920,1.18
PPO_25000_bzip2__instcount_512,18000,1.1948,1.1948,1.19
PPO_25000_bzip2__instcount_512,19000,1.1602,1.1602,1.17
PPO_25000_bzip2__instcount_512,20000,1.1998,1.1998,1.18
PPO_25000_bzip2__instcount_512,21000,1.2037,1.2037,1.18
PPO_25000_bzip2__instcount_512,22000,1.1760,1.1760,1.18
PPO_25000_bzip2__instcount_512,23000,1.1504,1.1504,1.18
PPO_25000_bzip2__instcount_512,24000,1.1812,1.1812,1.15
PPO_25000_bzip2__instcount_512,25000,1.1852,1.1852,1.17
