A2C_25000_bzip2__instcount_plainmodel,1000,0.0475,0.0475,0.64
A2C_25000_bzip2__instcount_plainmodel,2000,0.6454,0.6454,0.65
A2C_25000_bzip2__instcount_plainmodel,3000,1.1224,1.1224,0.79
A2C_25000_bzip2__instcount_plainmodel,4000,1.1254,1.1254,0.77
A2C_25000_bzip2__instcount_plainmodel,5000,1.1276,1.1276,1.14
A2C_25000_bzip2__instcount_plainmodel,6000,1.0560,1.0560,1.10
A2C_25000_bzip2__instcount_plainmodel,7000,1.1231,1.1231,1.07
A2C_25000_bzip2__instcount_plainmodel,8000,0.9550,0.9550,1.13
A2C_25000_bzip2__instcount_plainmodel,9000,0.9455,0.9455,1.01
A2C_25000_bzip2__instcount_plainmodel,10000,0.9730,0.9730,0.99
A2C_25000_bzip2__instcount_plainmodel,11000,1.1907,1.1907,1.18
A2C_25000_bzip2__instcount_plainmodel,12000,1.1881,1.1881,1.05
A2C_25000_bzip2__instcount_plainmodel,13000,0.9467,0.9467,0.98
A2C_25000_bzip2__instcount_plainmodel,14000,0.9461,0.9461,0.97
A2C_25000_bzip2__instcount_plainmodel,15000,0.9796,0.9796,0.97
A2C_25000_bzip2__instcount_plainmodel,16000,1.1887,1.1887,1.11
A2C_25000_bzip2__instcount_plainmodel,17000,0.9653,0.9653,0.97
A2C_25000_bzip2__instcount_plainmodel,18000,0.9675,0.9675,0.96
A2C_25000_bzip2__instcount_plainmodel,19000,0.9446,0.9446,0.96
A2C_25000_bzip2__instcount_plainmodel,20000,0.9757,0.9757,0.97
A2C_25000_bzip2__instcount_plainmodel,21000,0.9398,0.9398,0.96
A2C_25000_bzip2__instcount_plainmodel,22000,1.1966,1.1966,1.18
A2C_25000_bzip2__instcount_plainmodel,23000,1.1970,1.1970,1.16
A2C_25000_bzip2__instcount_plainmodel,24000,0.9679,0.9679,0.98
A2C_25000_bzip2__instcount_plainmodel,25000,0.9536,0.9536,0.96
